source_mat_id,sea_surf_temp,sea_surf_temp_method,ph,ph_method,sediment_temp,sediment_temp_method,redox_potential,redox_potential_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,chlorophyll,chlorophyll_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,diss_oxygen,diss_oxygen_method,magnesium,magnesium_method,methane,methane_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,oxy_stat_samp,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,particle_class,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,porosity,pressure,pressure_method,sea_surf_salinity,sea_surf_salinity_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,water_current,water_current_method
http://example.com/EMOBON_BPNS_So_211028_macro_1,14.097,CTD,7,Hanna Instruments 991001 ph meter,14.099,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.14,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,33.855,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_211028_macro_2,14.097,CTD,7,Hanna Instruments 991001 ph meter,14.099,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.14,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,33.855,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_211028_macro_3,14.097,CTD,7,Hanna Instruments 991001 ph meter,14.099,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.14,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,33.855,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_211028_macro_4,14.097,CTD,7,Hanna Instruments 991001 ph meter,14.099,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.14,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,33.855,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_211028_macro_blank,14.097,CTD,7,Hanna Instruments 991001 ph meter,14.099,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.14,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,33.855,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_211028_meio_1,14.097,CTD,7,Hanna Instruments 991001 ph meter,14.099,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.14,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,33.855,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_211028_meio_2,14.097,CTD,7,Hanna Instruments 991001 ph meter,14.099,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.14,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,33.855,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_211028_meio_3,14.097,CTD,7,Hanna Instruments 991001 ph meter,14.099,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.14,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,33.855,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_211028_meio_4,14.097,CTD,7,Hanna Instruments 991001 ph meter,14.099,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.14,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,33.855,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_211028_meio_blank,14.097,CTD,7,Hanna Instruments 991001 ph meter,14.099,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.14,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,33.855,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_211223_micro_1,NA,CTD broke and sea surface temperature could not be measured,5.96,Hanna Instruments 991001 ph meter,NA,CTD broke and sediment temperature could not be measured,NA,NA,,,,,,,,,,,,,,,,,,,,NA,CTD broke and dissolved oxygen could not be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,CTD broke and pressure could not be measured,NA,CTD broke and sea surface salinity could not be measured,,,,,,,,
http://example.com/EMOBON_BPNS_So_211223_micro_2,NA,CTD broke and sea surface temperature could not be measured,5.96,Hanna Instruments 991001 ph meter,NA,CTD broke and sediment temperature could not be measured,NA,NA,,,,,,,,,,,,,,,,,,,,NA,CTD broke and dissolved oxygen could not be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,CTD broke and pressure could not be measured,NA,CTD broke and sea surface salinity could not be measured,,,,,,,,
http://example.com/EMOBON_BPNS_So_211223_micro_3,NA,CTD broke and sea surface temperature could not be measured,5.96,Hanna Instruments 991001 ph meter,NA,CTD broke and sediment temperature could not be measured,NA,NA,,,,,,,,,,,,,,,,,,,,NA,CTD broke and dissolved oxygen could not be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,CTD broke and pressure could not be measured,NA,CTD broke and sea surface salinity could not be measured,,,,,,,,
http://example.com/EMOBON_BPNS_So_211223_micro_4,NA,CTD broke and sea surface temperature could not be measured,5.96,Hanna Instruments 991001 ph meter,NA,CTD broke and sediment temperature could not be measured,NA,NA,,,,,,,,,,,,,,,,,,,,NA,CTD broke and dissolved oxygen could not be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,CTD broke and pressure could not be measured,NA,CTD broke and sea surface salinity could not be measured,,,,,,,,
http://example.com/EMOBON_BPNS_So_211223_micro_blank,NA,CTD broke and sea surface temperature could not be measured,5.96,Hanna Instruments 991001 ph meter,NA,CTD broke and sediment temperature could not be measured,NA,NA,,,,,,,,,,,,,,,,,,,,NA,CTD broke and dissolved oxygen could not be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,CTD broke and pressure could not be measured,NA,CTD broke and sea surface salinity could not be measured,,,,,,,,
http://example.com/EMOBON_BPNS_So_211223_micro_blank,NA,CTD broke and sea surface temperature could not be measured,5.96,Hanna Instruments 991001 ph meter,NA,CTD broke and sediment temperature could not be measured,NA,NA,,,,,,,,,,,,,,,,,,,,NA,CTD broke and dissolved oxygen could not be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,CTD broke and pressure could not be measured,NA,CTD broke and sea surface salinity could not be measured,,,,,,,,
http://example.com/EMOBON_BPNS_So_220322_micro_1,8.259,CTD,8.02,LLG PH METER 5,8251,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.7011765,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01445842586,CTD,31.932,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220322_micro_2,8.259,CTD,8.02,LLG PH METER 5,8251,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.7011765,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01445842586,CTD,31.932,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220322_micro_3,8.259,CTD,8.02,LLG PH METER 5,8251,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.7011765,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01445842586,CTD,31.932,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220322_micro_4,8.259,CTD,8.02,LLG PH METER 5,8251,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.7011765,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01445842586,CTD,31.932,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220322_micro_blank,8.259,CTD,8.02,LLG PH METER 5,8251,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.7011765,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01445842586,CTD,31.932,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220322_micro_blank,8.259,CTD,8.02,LLG PH METER 5,8251,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.7011765,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01445842586,CTD,31.932,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220420_micro_1,9.931,CTD,6.83,Hanna Instruments 991001 ph meter,9.883,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.3230265,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00172711572,CTD,32.282,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220420_micro_2,9.931,CTD,6.83,Hanna Instruments 991001 ph meter,9.883,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.3230265,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00172711572,CTD,32.282,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220420_micro_3,9.931,CTD,6.83,Hanna Instruments 991001 ph meter,9.883,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.3230265,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00172711572,CTD,32.282,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220420_micro_4,9.931,CTD,6.83,Hanna Instruments 991001 ph meter,9.883,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.3230265,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00172711572,CTD,32.282,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220420_micro_blank,9.931,CTD,6.83,Hanna Instruments 991001 ph meter,9.883,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.3230265,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00172711572,CTD,32.282,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220420_micro_blank,9.931,CTD,6.83,Hanna Instruments 991001 ph meter,9.883,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.3230265,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00172711572,CTD,32.282,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220420_macro_1,9.931,CTD,6.83,Hanna Instruments 991001 ph meter,9.883,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.3230265,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00172711572,CTD,32.282,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220420_macro_2,9.931,CTD,6.83,Hanna Instruments 991001 ph meter,9.883,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.3230265,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00172711572,CTD,32.282,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220420_macro_3,9.931,CTD,6.83,Hanna Instruments 991001 ph meter,9.883,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.3230265,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00172711572,CTD,32.282,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220420_macro_4,9.931,CTD,6.83,Hanna Instruments 991001 ph meter,9.883,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.3230265,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00172711572,CTD,32.282,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220420_macro_blank,9.931,CTD,6.83,Hanna Instruments 991001 ph meter,9.883,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.3230265,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00172711572,CTD,32.282,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220420_meio_1,9.931,CTD,6.83,Hanna Instruments 991001 ph meter,9.883,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.3230265,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00172711572,CTD,32.282,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220420_meio_2,9.931,CTD,6.83,Hanna Instruments 991001 ph meter,9.883,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.3230265,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00172711572,CTD,32.282,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220420_meio_3,9.931,CTD,6.83,Hanna Instruments 991001 ph meter,9.883,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.3230265,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00172711572,CTD,32.282,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220420_meio_4,9.931,CTD,6.83,Hanna Instruments 991001 ph meter,9.883,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.3230265,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00172711572,CTD,32.282,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220420_meio_blank,9.931,CTD,6.83,Hanna Instruments 991001 ph meter,9.883,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,9.3230265,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00172711572,CTD,32.282,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220601_micro_1,15.655,CTD,5.63,Hanna Instruments 991001 ph meter,15.619,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.021452,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220601_micro_2,15.655,CTD,5.63,Hanna Instruments 991001 ph meter,15.619,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.021452,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220601_micro_3,15.655,CTD,5.63,Hanna Instruments 991001 ph meter,15.619,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.021452,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220601_micro_4,15.655,CTD,5.63,Hanna Instruments 991001 ph meter,15.619,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.021452,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220601_micro_blank,15.655,CTD,5.63,Hanna Instruments 991001 ph meter,15.619,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.021452,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220601_micro_blank,15.655,CTD,5.63,Hanna Instruments 991001 ph meter,15.619,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.021452,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220601_meio_1,15.655,CTD,5.63,Hanna Instruments 991001 ph meter,15.619,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.021452,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220601_meio_2,15.655,CTD,5.63,Hanna Instruments 991001 ph meter,15.619,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.021452,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220601_meio_3,15.655,CTD,5.63,Hanna Instruments 991001 ph meter,15.619,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.021452,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220601_meio_4,15.655,CTD,5.63,Hanna Instruments 991001 ph meter,15.619,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.021452,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220601_meio_blank,15.655,CTD,5.63,Hanna Instruments 991001 ph meter,15.619,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,8.021452,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220819_micro_1,21.518,CTD,6.85,LLG PH METER 5,21.502,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,6.652191,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220819_micro_2,21.518,CTD,6.85,LLG PH METER 5,21.502,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,6.652191,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220819_micro_3,21.518,CTD,6.85,LLG PH METER 5,21.502,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,6.652191,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220819_micro_4,21.518,CTD,6.85,LLG PH METER 5,21.502,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,6.652191,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220819_micro_blank,21.518,CTD,6.85,LLG PH METER 5,21.502,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,6.652191,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_220819_micro_blank,21.518,CTD,6.85,LLG PH METER 5,21.502,CTD,NA,NA,,,,,,,,,,,,,,,,,,,,6.652191,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
http://example.com/EMOBON_BPNS_So_221027_micro_1,NA,CTD broken,NA,no pH measured,NA,CTD broken,NA,NA,,,,,,,,,,,,,,,,,,,,NA,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,CTD broken,NA,CTD broken,,,,,,,,
http://example.com/EMOBON_BPNS_So_221027_micro_2,NA,CTD broken,NA,no pH measured,NA,CTD broken,NA,NA,,,,,,,,,,,,,,,,,,,,NA,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,CTD broken,NA,CTD broken,,,,,,,,
http://example.com/EMOBON_BPNS_So_221027_micro_3,NA,CTD broken,NA,no pH measured,NA,CTD broken,NA,NA,,,,,,,,,,,,,,,,,,,,NA,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,CTD broken,NA,CTD broken,,,,,,,,
http://example.com/EMOBON_BPNS_So_221027_micro_4,NA,CTD broken,NA,no pH measured,NA,CTD broken,NA,NA,,,,,,,,,,,,,,,,,,,,NA,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,CTD broken,NA,CTD broken,,,,,,,,
http://example.com/EMOBON_BPNS_So_221027_micro_blank,NA,CTD broken,NA,no pH measured,NA,CTD broken,NA,NA,,,,,,,,,,,,,,,,,,,,NA,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,CTD broken,NA,CTD broken,,,,,,,,
http://example.com/EMOBON_BPNS_So_221027_micro_blank,NA,CTD broken,NA,no pH measured,NA,CTD broken,NA,NA,,,,,,,,,,,,,,,,,,,,NA,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,CTD broken,NA,CTD broken,,,,,,,,
http://example.com/EMOBON_BPNS_So_221027_macro_1,NA,CTD broken,NA,no pH measured,NA,CTD broken,NA,NA,,,,,,,,,,,,,,,,,,,,NA,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,CTD broken,NA,CTD broken,,,,,,,,
http://example.com/EMOBON_BPNS_So_221027_macro_2,NA,CTD broken,NA,no pH measured,NA,CTD broken,NA,NA,,,,,,,,,,,,,,,,,,,,NA,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,CTD broken,NA,CTD broken,,,,,,,,
