Diagnosis,LogsheetType,LogsheetTab,Column,Row,Value,ExtendedDiagnosis,FilePath,DataType,Requirement
missing value,sediment,sampling,failure_comment,108,<empty>,\,/github/workspace/logsheets-filtered/sediment_sampling.csv,XSDString,mandatory
missing value,sediment,sampling,failure_comment,113,<empty>,\,/github/workspace/logsheets-filtered/sediment_sampling.csv,XSDString,mandatory
missing value,sediment,sampling,failure_comment,114,<empty>,\,/github/workspace/logsheets-filtered/sediment_sampling.csv,XSDString,mandatory
missing value,sediment,sampling,failure_comment,118,<empty>,\,/github/workspace/logsheets-filtered/sediment_sampling.csv,XSDString,mandatory
missing value,sediment,sampling,failure_comment,119,<empty>,\,/github/workspace/logsheets-filtered/sediment_sampling.csv,XSDString,mandatory
missing value,sediment,sampling,failure_comment,123,<empty>,\,/github/workspace/logsheets-filtered/sediment_sampling.csv,XSDString,mandatory
missing value,sediment,sampling,failure_comment,124,<empty>,\,/github/workspace/logsheets-filtered/sediment_sampling.csv,XSDString,mandatory
missing value,sediment,sampling,failure_comment,129,<empty>,\,/github/workspace/logsheets-filtered/sediment_sampling.csv,XSDString,mandatory
missing value,sediment,sampling,failure_comment,130,<empty>,\,/github/workspace/logsheets-filtered/sediment_sampling.csv,XSDString,mandatory
datatype mismatch,water,measured,chlorophyll,141,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,142,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,143,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,144,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,146,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,147,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,148,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,149,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,151,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,152,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,153,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,154,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,156,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,157,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,158,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,159,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,161,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,162,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,163,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,164,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,166,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,167,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,168,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,169,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,171,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,172,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,173,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,174,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,176,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,177,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,178,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,179,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,181,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,182,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,183,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,184,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,186,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,187,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,188,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,189,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,191,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,192,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,193,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,194,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,196,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,197,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,198,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,199,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,201,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,202,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,203,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,204,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,206,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,207,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,208,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,209,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,211,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,212,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,213,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,214,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,216,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,217,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,218,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,219,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,221,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,222,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,223,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,224,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,226,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,227,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,228,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,229,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,231,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,232,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,233,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,234,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,236,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,237,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,238,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
datatype mismatch,water,measured,chlorophyll,239,to be analysed,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDFloat,optional
missing value,water,measured,ph_method,1,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,2,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,3,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,4,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,5,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,6,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,7,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,8,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,9,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,10,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,11,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,12,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,13,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,14,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,15,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,16,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,17,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,18,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,19,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,20,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,21,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,22,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,23,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,24,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,25,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,26,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,27,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,28,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,29,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,30,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,31,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,32,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,33,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,34,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,35,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,36,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,37,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,38,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,39,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,40,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,41,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,42,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,43,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,44,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,45,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,46,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,47,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,48,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,49,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,50,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,51,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,52,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,53,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,54,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,55,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,56,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,57,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,58,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,59,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,60,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,61,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,62,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,63,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,64,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,65,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,66,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,67,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,68,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,69,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,70,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,71,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,72,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,73,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,74,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,75,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,76,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,77,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,78,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,79,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,80,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,81,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,82,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,83,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,84,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,85,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,86,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,87,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,88,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,89,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,90,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,91,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,92,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,93,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,94,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,95,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,96,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,97,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,98,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,99,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,100,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,101,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,102,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,103,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,104,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,105,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,106,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,107,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,108,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,109,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,110,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,111,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,112,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,113,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,114,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,115,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,116,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,117,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,118,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,119,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,120,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,121,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,122,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,123,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,124,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,125,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,126,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,127,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,128,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,129,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,130,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,131,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,132,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,133,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,134,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,135,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,136,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,137,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,138,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,139,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,140,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,141,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,142,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,143,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
missing value,water,measured,ph_method,144,<empty>,\,/github/workspace/logsheets-filtered/water_measured.csv,XSDString,mandatory
