source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,noteworthy_env_cond,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMOBON 220601 BPNS Wa 3 R1,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20.3,1,6,0.4,3-200,3,200,true,Niskin Bottle,WaSOP1,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,2022-09-26,2022-09-30,-70,2023-06-01,2023-06-01,,,,EMOBON_BPNS_Wa_121
EMOBON 220601 BPNS Wa 3 R2,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20.3,2,6,0.4,3-200,3,200,true,Niskin Bottle,WaSOP1,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,2022-09-26,2022-09-30,-70,2023-06-01,2023-06-01,,,,EMOBON_BPNS_Wa_122
EMOBON 220601 BPNS Wa 3 R3,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20.3,3,6,0.4,3-200,3,200,true,Niskin Bottle,WaSOP1,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_123
EMOBON 220601 BPNS Wa 3 R4,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20.3,4,6,0.4,3-200,3,200,true,Niskin Bottle,WaSOP1,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_124
EMOBON 220601 BPNS Wa 3 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,MilliQ water [ENVO:00003065],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,,NA,blank_1,6,0.05,3-200,3,200,false,Niskin Bottle,WaSOP1,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_125
EMOBON 220601 BPNS Wa 0.2 R1,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20.3,1,6,0.4,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,2022-09-26,2022-09-30,-70,2023-06-01,2023-06-01,,,,EMOBON_BPNS_Wa_126
EMOBON 220601 BPNS Wa 0.2 R2,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20.3,2,6,0.4,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,2022-09-26,2022-09-30,-70,2023-06-01,2023-06-01,,,,EMOBON_BPNS_Wa_127
EMOBON 220601 BPNS Wa 0.2 R3,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20.3,3,6,0.4,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_128
EMOBON 220601 BPNS Wa 0.2 R4,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20.3,4,6,0.4,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_129
EMOBON 220601 BPNS Wa 0.2 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,MilliQ water [ENVO:00003065],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,,NA,blank_1,6,0.05,0.2-3,0.2,3,false,Niskin Bottle,WaSOP1,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_130
EMOBON 220601 BPNS Wa 20 R1,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20.3,1,0.25,0.5,20,20,NA,false,Apstein,WaSOP2,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_131
EMOBON 220601 BPNS Wa 20 R2,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20.3,2,0.25,0.5,20,20,NA,false,Apstein,WaSOP2,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_132
EMOBON 220601 BPNS Wa 20 R3,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20.3,3,0.25,0.5,20,20,NA,false,Apstein,WaSOP2,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_133
EMOBON 220601 BPNS Wa 20 R4,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20.3,4,0.25,0.5,20,20,NA,false,Apstein,WaSOP2,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_134
EMOBON 220601 BPNS Wa 20 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,MilliQ water [ENVO:00003065],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,,NA,blank_1,0.25,0.005,20,20,NA,false,Apstein,WaSOP2,NA,2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_135
EMOBON 220601 BPNS Wa 200 R1,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20.3,1,0,NA,200,200,NA,false,WP2,WaSOP3,bloom; filtrations failed; nothing went through filter after 1h of filtration; discarded top water but did freeze samples (visible material on top),2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_136
EMOBON 220601 BPNS Wa 200 R2,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20.3,2,0,NA,200,200,NA,false,WP2,WaSOP3,bloom; filtrations failed; nothing went through filter after 1h of filtration; discarded top water but did freeze samples (visible material on top),2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_137
EMOBON 220601 BPNS Wa 200 R3,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20.3,3,0,NA,200,200,NA,false,WP2,WaSOP3,bloom; filtrations failed; nothing went through filter after 1h of filtration; discarded top water but did freeze samples (visible material on top),2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_138
EMOBON 220601 BPNS Wa 200 R4,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20.3,4,0,NA,200,200,NA,false,WP2,WaSOP3,bloom; filtrations failed; nothing went through filter after 1h of filtration; discarded top water but did freeze samples (visible material on top),2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_139
EMOBON 220601 BPNS Wa 200 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-06-01 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,MilliQ water [ENVO:00003065],2022-06-01,BPNS_Wa_220601,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,,NA,blank_1,0.25,0.005,200,200,NA,false,WP2,WaSOP3,bloom; filtrations failed; nothing went through filter after 1h of filtration; discarded top water but did freeze samples (visible material on top),2022-06-01,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_140
EMOBON 220819 BPNS Wa 3 R1,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,19.9,1,6,0.5,3-200,3,200,true,Niskin Bottle,WaSOP1,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,2022-09-26,2022-09-30,-70,2023-06-01,2023-06-01,,,,EMOBON_BPNS_Wa_141
EMOBON 220819 BPNS Wa 3 R2,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,19.9,2,6,0.5,3-200,3,200,true,Niskin Bottle,WaSOP1,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,2022-09-26,2022-09-30,-70,2023-06-01,2023-06-01,,,,EMOBON_BPNS_Wa_142
EMOBON 220819 BPNS Wa 3 R3,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,19.9,3,6,0.5,3-200,3,200,true,Niskin Bottle,WaSOP1,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_143
EMOBON 220819 BPNS Wa 3 R4,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,19.9,4,6,0.5,3-200,3,200,true,Niskin Bottle,WaSOP1,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_144
EMOBON 220819 BPNS Wa 3 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,MilliQ water [ENVO:00003065],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,,NA,blank_1,6,0.05,3-200,3,200,false,Niskin Bottle,WaSOP1,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_145
EMOBON 220819 BPNS Wa 0.2 R1,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,19.9,1,6,0.25,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,2022-09-26,2022-09-30,-70,2023-06-01,2023-06-01,,,,EMOBON_BPNS_Wa_146
EMOBON 220819 BPNS Wa 0.2 R2,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,19.9,2,6,0.25,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,2022-09-26,2022-09-30,-70,2023-06-01,2023-06-01,,,,EMOBON_BPNS_Wa_147
EMOBON 220819 BPNS Wa 0.2 R3,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,19.9,3,6,0.25,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_148
EMOBON 220819 BPNS Wa 0.2 R4,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,19.9,4,6,0.25,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_149
EMOBON 220819 BPNS Wa 0.2 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,MilliQ water [ENVO:00003065],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,,NA,blank_1,6,0.05,0.2-3,0.2,3,false,Niskin Bottle,WaSOP1,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_150
EMOBON 220819 BPNS Wa 20 R1,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,19.9,1,0.25,0.25,20,20,NA,false,Apstein,WaSOP2,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_151
EMOBON 220819 BPNS Wa 20 R2,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,19.9,2,0.25,0.25,20,20,NA,false,Apstein,WaSOP2,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_152
EMOBON 220819 BPNS Wa 20 R3,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,19.9,3,0.25,0.25,20,20,NA,false,Apstein,WaSOP2,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_153
EMOBON 220819 BPNS Wa 20 R4,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,19.9,4,0.25,0.25,20,20,NA,false,Apstein,WaSOP2,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_154
EMOBON 220819 BPNS Wa 20 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,MilliQ water [ENVO:00003065],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,,NA,blank_1,0.25,0.25,20,20,NA,false,Apstein,WaSOP2,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_155
EMOBON 220819 BPNS Wa 200 R1,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,19.9,1,0.25,0.25,200,200,NA,false,WP2,WaSOP3,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_156
EMOBON 220819 BPNS Wa 200 R2,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,19.9,2,0.25,0.25,200,200,NA,false,WP2,WaSOP3,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_157
