source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,noteworthy_env_cond,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMOBON 220819 BPNS Wa 200 R3,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,19.9,3,0.25,0.25,200,200,NA,false,WP2,WaSOP3,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_158
EMOBON 220819 BPNS Wa 200 R4,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,19.9,4,0.25,0.25,200,200,NA,false,WP2,WaSOP3,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_159
EMOBON 220819 BPNS Wa 200 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-08-19 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,MilliQ water [ENVO:00003065],2022-08-19,BPNS_Wa_220819,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,,NA,blank_1,0.25,0.05,200,200,NA,false,WP2,WaSOP3,NA,2022-08-19,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_160
EMOBON 221027 BPNS Wa 3 R1,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,1,9,0.5,3-200,3,200,true,Niskin Bottle,WaSOP1,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,2023-06-13,2023-06-19,-70,,,,,,EMOBON_BPNS_Wa_161
EMOBON 221027 BPNS Wa 3 R2,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,2,9,0.5,3-200,3,200,true,Niskin Bottle,WaSOP1,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,2023-06-13,2023-06-19,-70,,,,,,EMOBON_BPNS_Wa_162
EMOBON 221027 BPNS Wa 3 R3,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,3,9,0.5,3-200,3,200,true,Niskin Bottle,WaSOP1,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_163
EMOBON 221027 BPNS Wa 3 R4,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,4,9,0.5,3-200,3,200,true,Niskin Bottle,WaSOP1,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_164
EMOBON 221027 BPNS Wa 3 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,MilliQ water [ENVO:00003065],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,,NA,blank_1,9,0.05,3-200,3,200,false,Niskin Bottle,WaSOP1,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_165
EMOBON 221027 BPNS Wa 0.2 R1,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,1,9,0.5,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,2023-06-13,2023-06-19,-70,,,,,,EMOBON_BPNS_Wa_166
EMOBON 221027 BPNS Wa 0.2 R2,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,2,9,0.5,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,2023-06-13,2023-06-19,-70,,,,,,EMOBON_BPNS_Wa_167
EMOBON 221027 BPNS Wa 0.2 R3,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,3,9,0.5,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_168
EMOBON 221027 BPNS Wa 0.2 R4,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,4,9,0.5,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_169
EMOBON 221027 BPNS Wa 0.2 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,MilliQ water [ENVO:00003065],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,,NA,blank_1,9,0.05,0.2-3,0.2,3,false,Niskin Bottle,WaSOP1,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_170
EMOBON 221027 BPNS Wa 20 R1,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,1,0.25,0.25,20,20,NA,false,Apstein,WaSOP2,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_171
EMOBON 221027 BPNS Wa 20 R2,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,2,0.25,0.25,20,20,NA,false,Apstein,WaSOP2,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_172
EMOBON 221027 BPNS Wa 20 R3,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,3,0.25,0.25,20,20,NA,false,Apstein,WaSOP2,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_173
EMOBON 221027 BPNS Wa 20 R4,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,4,0.25,0.25,20,20,NA,false,Apstein,WaSOP2,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_174
EMOBON 221027 BPNS Wa 20 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,MilliQ water [ENVO:00003065],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,,NA,blank_1,0.25,0.05,20,20,NA,false,Apstein,WaSOP2,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_175
EMOBON 221027 BPNS Wa 200 R1,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,1,0.25,0.25,200,200,NA,false,WP2,WaSOP3,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_176
EMOBON 221027 BPNS Wa 200 R2,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,2,0.25,0.25,200,200,NA,false,WP2,WaSOP3,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_177
EMOBON 221027 BPNS Wa 200 R3,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,3,0.25,0.25,200,200,NA,false,WP2,WaSOP3,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_178
EMOBON 221027 BPNS Wa 200 R4,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,4,0.25,0.25,200,200,NA,false,WP2,WaSOP3,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_179
EMOBON 221027 BPNS Wa 200 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-10-27 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,MilliQ water [ENVO:00003065],2022-10-27,BPNS_Wa_221027,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,,NA,blank_1,0.25,0.05,200,200,NA,false,WP2,WaSOP3,NA,2022-10-27,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_180
EMOBON 221212 BPNS Wa 3 R1,EMOBON metagenome water sample from station BPNS collected on 2022-12-12 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-12-12,BPNS_Wa_221212,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,1,10,0.5,3-200,3,200,true,Niskin Bottle,WaSOP1,label faded; random relabel; might be 3um R1 or 3um R2 or 0.2um R2,2022-12-12,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,2023-06-13,2023-06-19,-70,,,,,,EMOBON_BPNS_Wa_181
EMOBON 221212 BPNS Wa 3 R2,EMOBON metagenome water sample from station BPNS collected on 2022-12-12 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-12-12,BPNS_Wa_221212,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,2,10,0.5,3-200,3,200,true,Niskin Bottle,WaSOP1,label faded; random relabel; might be 3um R1 or 3um R2 or 0.2um R2,2022-12-12,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,2023-06-13,2023-06-19,-70,,,,,,EMOBON_BPNS_Wa_182
EMOBON 221212 BPNS Wa 3 R3,EMOBON metagenome water sample from station BPNS collected on 2022-12-12 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-12-12,BPNS_Wa_221212,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,3,10,0.5,3-200,3,200,true,Niskin Bottle,WaSOP1,label faded; random relabel; might be 3um R3 or 3um R4 or blank 0.2um or blank 3,2022-12-12,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_183
EMOBON 221212 BPNS Wa 3 R4,EMOBON metagenome water sample from station BPNS collected on 2022-12-12 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-12-12,BPNS_Wa_221212,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,4,10,0.5,3-200,3,200,true,Niskin Bottle,WaSOP1,label faded; random relabel; might be 3um R3 or 3um R4 or blank 0.2um or blank 3,2022-12-12,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_184
EMOBON 221212 BPNS Wa 3 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-12-12 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,MilliQ water [ENVO:00003065],2022-12-12,BPNS_Wa_221212,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,,NA,blank_1,10,0.05,3-200,3,200,false,Niskin Bottle,WaSOP1,"label faded; random relabel; might be 3um R3 or 3um R4 or blank 0.2um or blank 3, no shield yet",2022-12-12,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_185
EMOBON 221212 BPNS Wa 0.2 R1,EMOBON metagenome water sample from station BPNS collected on 2022-12-12 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-12-12,BPNS_Wa_221212,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,1,10,0.5,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,NA,2022-12-12,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,2023-06-13,2023-06-19,-70,,,,,,EMOBON_BPNS_Wa_186
EMOBON 221212 BPNS Wa 0.2 R2,EMOBON metagenome water sample from station BPNS collected on 2022-12-12 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-12-12,BPNS_Wa_221212,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,2,10,0.5,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,label faded; random relabel; might be 3um R1 or 3um R2 or 0.2um R2,2022-12-12,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,false,2023-06-13,2023-06-19,-70,,,,,,EMOBON_BPNS_Wa_187
EMOBON 221212 BPNS Wa 0.2 R3,EMOBON metagenome water sample from station BPNS collected on 2022-12-12 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-12-12,BPNS_Wa_221212,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,3,10,1,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,NA,2022-12-12,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_188
EMOBON 221212 BPNS Wa 0.2 R4,EMOBON metagenome water sample from station BPNS collected on 2022-12-12 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-12-12,BPNS_Wa_221212,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,4,10,1,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,NA,2022-12-12,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_189
EMOBON 221212 BPNS Wa 0.2 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-12-12 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,MilliQ water [ENVO:00003065],2022-12-12,BPNS_Wa_221212,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,,NA,blank_1,10,0.05,0.2-3,0.2,3,false,Niskin Bottle,WaSOP1,"label faded; random relabel; might be 3um R3 or 3um R4 or blank 0.2um or blank 3, no shield yet",2022-12-12,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_190
EMOBON 221212 BPNS Wa 20 R1,EMOBON metagenome water sample from station BPNS collected on 2022-12-12 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-12-12,BPNS_Wa_221212,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,1,0.25,0.25,20,20,NA,false,Apstein,WaSOP2,NA,2022-12-12,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_191
EMOBON 221212 BPNS Wa 20 R2,EMOBON metagenome water sample from station BPNS collected on 2022-12-12 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-12-12,BPNS_Wa_221212,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,2,0.25,0.25,20,20,NA,false,Apstein,WaSOP2,NA,2022-12-12,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_192
EMOBON 221212 BPNS Wa 20 R3,EMOBON metagenome water sample from station BPNS collected on 2022-12-12 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-12-12,BPNS_Wa_221212,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,3,0.25,0.25,20,20,NA,false,Apstein,WaSOP2,NA,2022-12-12,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_193
EMOBON 221212 BPNS Wa 20 R4,EMOBON metagenome water sample from station BPNS collected on 2022-12-12 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-12-12,BPNS_Wa_221212,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,flood_tide,,20,4,0.25,0.25,20,20,NA,false,Apstein,WaSOP2,NA,2022-12-12,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_194
EMOBON 221212 BPNS Wa 20 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-12-12 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,MilliQ water [ENVO:00003065],2022-12-12,BPNS_Wa_221212,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,,NA,blank_1,0.25,0.05,20,20,NA,false,Apstein,WaSOP2,ran out of filters; used alternative 0.22µm,2022-12-12,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_BPNS_Wa_195
